candidate_id,cif_path,formation_energy,target_label,fail_low,fail_high,formula,reduced_formula,m_element,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom,min_li_o_neighbors,min_m_o_neighbors
job_008_Mg_fe_-1.361_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_008_Mg_fe_-1.361_n4_generated_crystals_cif__gen_1.cif,-2.1996724605560303,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,12,C2/m,2.014694,10.460076,6,6
job_129_Mn_fe_-0.852_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_129_Mn_fe_-0.852_n4_generated_crystals_cif__gen_3.cif,-1.9803466796875,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.862347,9.424676,6,6
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_2.cif,-3.1700239181518555,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,160,R3m,1.861564,11.205728,4,6
job_132_Ni_fe_-0.895_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_132_Ni_fe_-0.895_n4_generated_crystals_cif__gen_1.cif,-1.0019932985305786,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.86997,10.290052,4,6
job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_3.cif,-1.4116817712783811,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,1,P1,1.892488,10.541531,4,6
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_1.cif,-1.359947681427002,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,1,P1,1.814609,9.96358,3,5
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_1.cif,-2.244051933288574,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.949549,10.139211,5,6
job_223_Mg_fe_-1.268_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_223_Mg_fe_-1.268_n4_generated_crystals_cif__gen_1.cif,-2.228058099746704,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,5,C2,1.999021,10.630247,6,6
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_3.cif,-1.945816159248352,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,160,R3m,1.942045,10.728963,6,6
job_038_Ni_fe_-1.176_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_038_Ni_fe_-1.176_n4_generated_crystals_cif__gen_1.cif,-0.9855294227600098,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.86145,10.917201,4,6
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_2.cif,-1.4843320846557615,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.907761,10.123648,6,6
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_3.cif,-2.181488037109375,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.92674,10.50528,6,6
job_165_Ni_fe_-1.146_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_165_Ni_fe_-1.146_n4_generated_crystals_cif__gen_0.cif,-1.0661312341690063,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,10,P2/m,1.878122,10.107036,6,6
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_3.cif,-1.9345104694366453,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.857442,10.198246,6,6
job_144_Co_fe_-1.460_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_144_Co_fe_-1.460_n4_generated_crystals_cif__gen_0.cif,-1.4710986614227295,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.910834,10.012155,6,6
job_135_Co_fe_-0.851_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_135_Co_fe_-0.851_n4_generated_crystals_cif__gen_2.cif,-1.4554414749145508,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.912605,9.90595,6,6
job_001_Ti_fe_-1.307_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_001_Ti_fe_-1.307_n4_generated_crystals_cif__gen_3.cif,-3.079101085662842,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,6,Pm,1.874863,9.811989,6,6
job_019_Mg_fe_-1.315_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_019_Mg_fe_-1.315_n4_generated_crystals_cif__gen_0.cif,-1.7464520931243896,0,0,1,Li1 Mg2 O4,LiMg2O4,Mg,1,P1,1.520788,11.984386,4,5
job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_2.cif,-2.0267858505249023,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.926541,10.779037,6,6
job_227_Mg_fe_-1.196_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_227_Mg_fe_-1.196_n4_generated_crystals_cif__gen_3.cif,-2.193936347961426,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,44,Imm2,2.03619,11.099212,6,6
job_169_Al_fe_-0.916_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_169_Al_fe_-0.916_n4_generated_crystals_cif__gen_1.cif,-2.8976054191589355,0,1,0,Li1 Al2 O4,LiAl2O4,Al,160,R3m,1.765522,9.913298,4,5
job_007_Mg_fe_-1.079_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_007_Mg_fe_-1.079_n4_generated_crystals_cif__gen_0.cif,-2.2938599586486816,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,123,P4/mmm,2.073701,10.388975,6,6
job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_3.cif,-1.9995641708374023,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.922844,11.650976,4,6
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_1.cif,-2.153986930847168,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.855314,9.80462,6,6
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_3.cif,-2.015972852706909,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.916365,10.719872,6,6
job_001_Ti_fe_-1.307_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_001_Ti_fe_-1.307_n4_generated_crystals_cif__gen_1.cif,-3.186828136444092,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,12,C2/m,1.951087,10.834495,6,6
job_142_Mn_fe_-1.095_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_142_Mn_fe_-1.095_n4_generated_crystals_cif__gen_3.cif,-1.9228596687316892,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.886524,10.089218,6,5
job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_2.cif,-2.19545841217041,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.937191,10.492176,6,6
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_0.cif,-2.009093761444092,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.92068,10.928663,5,6
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_3.cif,-1.951714038848877,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.880451,9.994793,6,6
job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_2.cif,-1.4287563562393188,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,44,Imm2,1.911897,9.71932,6,6
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_1.cif,-2.1088345050811768,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.811286,10.584864,4,5
job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_130_Cr_fe_-1.335_n4_generated_crystals_cif__gen_3.cif,-2.2419798374176025,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.95649,10.081284,5,6
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_1.cif,-2.198474645614624,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.936864,10.490802,6,6
job_012_Cr_fe_-1.495_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_012_Cr_fe_-1.495_n4_generated_crystals_cif__gen_3.cif,-2.222175359725952,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,44,Imm2,1.969619,9.830353,6,6
job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_1.cif,-3.172254800796509,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.990413,10.954627,6,6
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_1.cif,-1.419140100479126,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.871788,9.638588,6,6
job_021_Mg_fe_-1.413_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_021_Mg_fe_-1.413_n4_generated_crystals_cif__gen_3.cif,-2.1637938022613525,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,1.970443,10.142321,6,6
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_1.cif,-1.060167908668518,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,6,Pm,1.874407,9.948948,6,6
job_016_Cr_fe_-1.264_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_016_Cr_fe_-1.264_n4_generated_crystals_cif__gen_2.cif,-2.22020959854126,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,44,Imm2,1.946972,10.004222,5,6
job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_1.cif,-2.113800525665283,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,2.030577,11.473996,6,6
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_2.cif,-0.9849172234535216,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.872493,9.575546,6,6
job_238_Ti_fe_-0.855_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_238_Ti_fe_-0.855_n4_generated_crystals_cif__gen_0.cif,-3.238698720932007,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,44,Imm2,2.001014,9.995317,6,6
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_3.cif,-1.07492196559906,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.870964,10.081631,6,6
job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_1.cif,-2.204430341720581,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.9304,10.671035,6,6
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_3.cif,-2.0229361057281494,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.90884,11.077702,5,6
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_0.cif,-0.9772711992263794,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.886788,9.613014,6,6
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_0.cif,-2.205277681350708,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,10,P2/m,1.947542,10.630023,6,6
job_142_Mn_fe_-1.095_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_142_Mn_fe_-1.095_n4_generated_crystals_cif__gen_1.cif,-1.993648648262024,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.92574,11.763384,4,6
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_0.cif,-2.1912271976470947,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.943465,10.496248,6,6
job_210_Co_fe_-1.389_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_210_Co_fe_-1.389_n4_generated_crystals_cif__gen_1.cif,-1.461716651916504,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.920648,9.925495,6,6
job_027_Ti_fe_-1.340_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_027_Ti_fe_-1.340_n4_generated_crystals_cif__gen_3.cif,-3.127559900283813,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.881973,10.139341,3,6
job_138_Ti_fe_-0.803_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_138_Ti_fe_-0.803_n4_generated_crystals_cif__gen_3.cif,-3.1692347526550293,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.956877,11.105213,6,6
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_3.cif,-2.208514213562012,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.917188,10.849008,6,6
job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_2.cif,-1.52774977684021,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.892116,9.684789,6,6
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_1.cif,-1.9014478921890257,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.820502,9.892236,6,6
job_115_Al_fe_-1.173_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_115_Al_fe_-1.173_n4_generated_crystals_cif__gen_1.cif,-3.12134313583374,0,1,0,Li1 Al2 O4,LiAl2O4,Al,12,C2/m,1.898961,9.765685,6,6
job_076_Mg_fe_-1.074_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_076_Mg_fe_-1.074_n4_generated_crystals_cif__gen_0.cif,-2.200692653656006,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,2.050616,10.987813,6,6
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_1.cif,-2.0003502368927,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,44,Imm2,1.93394,10.222012,6,6
job_210_Co_fe_-1.389_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_210_Co_fe_-1.389_n4_generated_crystals_cif__gen_2.cif,-1.4283642768859863,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.919579,10.12192,6,6
job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_3.cif,-3.218674898147583,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.862615,10.293397,6,6
job_143_Mg_fe_-1.457_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_143_Mg_fe_-1.457_n4_generated_crystals_cif__gen_1.cif,-2.2118492126464844,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,5,C2,2.036537,10.664863,6,6
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_2.cif,-2.01844334602356,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.907452,10.887561,6,6
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_2.cif,-2.213667154312134,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.960684,10.654061,6,6
job_146_Cr_fe_-1.128_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_146_Cr_fe_-1.128_n4_generated_crystals_cif__gen_1.cif,-2.148542881011963,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.871842,9.794417,5,6
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_2.cif,-2.1501615047454834,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.878912,9.772212,6,6
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_0.cif,-2.158137083053589,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.867167,9.855476,3,6
job_174_Ti_fe_-1.427_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_174_Ti_fe_-1.427_n4_generated_crystals_cif__gen_2.cif,-3.1716983318328857,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,6,Pm,1.982813,10.824232,6,6
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_0.cif,-2.032205581665039,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,10,P2/m,1.936094,10.866743,6,6
job_189_Mg_fe_-1.493_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_189_Mg_fe_-1.493_n4_generated_crystals_cif__gen_1.cif,-2.177410125732422,1,0,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,1.956868,10.377045,6,6
job_239_Mg_fe_-1.280_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_239_Mg_fe_-1.280_n4_generated_crystals_cif__gen_2.cif,-1.9719445705413816,0,0,1,Li1 Mg2 O4,LiMg2O4,Mg,1,P1,1.508819,11.010256,6,6
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_3.cif,-1.0609701871871948,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.877028,9.975964,6,6
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_3.cif,-1.903335690498352,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.795559,11.739876,5,5
job_183_Ti_fe_-1.203_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_183_Ti_fe_-1.203_n4_generated_crystals_cif__gen_0.cif,-3.196150064468384,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.912787,11.910829,4,6
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_3.cif,-2.139469623565674,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.785264,10.601085,4,5
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_3.cif,-1.919992208480835,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.922806,11.177127,4,6
